
dump sentences\V-587_7_.txt	x-rays	cat	released by	PART-OF	[VBN, IN]	2
dump sentences\V-578_8_.txt	antioxidants	plants	in	PART-OF	[IN]	2
dump sentences\T-1963_5_.txt	antioxidants	grains	in	PART-OF	[IN]	2
dump sentences\V-302_12_.txt	antioxidants	fruits	in	PART-OF	[IN]	2
dump sentences\V-172_11_.txt	antioxidants	fruits	in	PART-OF	[IN]	2
dump sentences\V-1248_4_.txt	antioxidants	cranberries	in	PART-OF	[IN]	2
dump sentences\A-298_4_.txt	antibiotics	agriculture	in	PART-OF	[IN]	2
dump sentences\V-579_5_.txt	antibiotics	agriculture	in	PART-OF	[IN]	2
dump sentences\A-368_27_.txt	heavy metals	protein powder	in	PART-OF	[IN]	2
dump sentences\A-345_19_.txt	heavy metals	protein powder	in	PART-OF	[IN]	2
dump sentences\A-141_37_.txt	heavy metals	protein powder	in	PART-OF	[IN]	2
dump sentences\T-242_4_.txt	omega-3 fatty acids	fish	in	PART-OF	[IN]	2
dump sentences\V-840_1_.txt	infection	children	in	PART-OF	[IN]	2
dump sentences\T-1756_3_.txt	aid	stomach	in	PART-OF	[IN]	2
dump sentences\V-1239_17_.txt	soda	cranberry	in	PART-OF	[IN]	2
dump sentences\A-163_0_.txt	heavy metals	fish	in	PART-OF	[IN]	2
dump sentences\A-368_27_.txt	heavy metals	protein	in	PART-OF	[IN]	2
dump sentences\A-345_19_.txt	heavy metals	protein	in	PART-OF	[IN]	2
dump sentences\A-141_37_.txt	heavy metals	protein	in	PART-OF	[IN]	2
dump sentences\A-368_27_.txt	heavy metals	protein powder supplements	in	PART-OF	[IN]	2
dump sentences\A-345_19_.txt	heavy metals	protein powder supplements	in	PART-OF	[IN]	2
dump sentences\A-141_37_.txt	heavy metals	protein powder supplements	in	PART-OF	[IN]	2
dump sentences\T-1323_11_.txt	oxalate	cinnamon	in	PART-OF	[IN]	2
dump sentences\V-646_14_.txt	fish	chinese	in	PART-OF	[IN]	2
dump sentences\T-1725_12_.txt	aid	insomnia	in	PART-OF	[IN]	2
dump sentences\T-440_3_.txt	constipation	children	in	PART-OF	[IN]	2
dump sentences\A-45_5_.txt	calories	saturated fat	in	PART-OF	[IN]	2
dump sentences\A-90_37_.txt	saturated fat	salmon	in	PART-OF	[IN]	2
dump sentences\V-389_30_.txt	saturated fat	salmon	in	PART-OF	[IN]	2
dump sentences\T-440_4_.txt	hyperactivity	children	in	PART-OF	[IN]	2
dump sentences\T-502_6_.txt	hyperactivity	children	in	PART-OF	[IN]	2
dump sentences\T-1197_8_.txt	hyperactivity	children	in	PART-OF	[IN]	2
dump sentences\A-345_18_.txt	heterocyclic amines	eggs	in	PART-OF	[IN]	2
dump sentences\A-300_30_.txt	heterocyclic amines	eggs	in	PART-OF	[IN]	2
dump sentences\A-190_57_.txt	heterocyclic amines	eggs	in	PART-OF	[IN]	2
dump sentences\A-368_24_.txt	heterocyclic amines	eggs	in	PART-OF	[IN]	2
dump sentences\T-154_2_.txt	anabolic steroids	farm animals	in	PART-OF	[IN]	2
dump sentences\T-1240_6_.txt	arachidonic acid	plants	in	PART-OF	[IN]	2
dump sentences\A-420_8_.txt	phytoestrogens	plants	in	PART-OF	[IN]	2
dump sentences\V-756_1_.txt	phytoestrogens	plants	in	PART-OF	[IN]	2
dump sentences\V-300_9_.txt	protein	plants	in	PART-OF	[IN]	2
dump sentences\V-13_33_.txt	protein	plants	in	PART-OF	[IN]	2
dump sentences\V-171_7_.txt	purines	plants	in	PART-OF	[IN]	2
dump sentences\V-983_14_.txt	arachidonic acid	fish	in	PART-OF	[IN]	2
dump sentences\T-495_8_.txt	dioxins	fish	in	PART-OF	[IN]	2
dump sentences\T-499_8_.txt	dioxins	fish	in	PART-OF	[IN]	2
dump sentences\T-1576_8_.txt	dioxins	fish	in	PART-OF	[IN]	2
dump sentences\T-1199_8_.txt	dioxins	fish	in	PART-OF	[IN]	2
dump sentences\V-508_12_.txt	industrial pollutants	fish	in	PART-OF	[IN]	2
dump sentences\A-441_23_.txt	industrial pollutants	fish	in	PART-OF	[IN]	2
dump sentences\A-220_10_.txt	industrial pollutants	fish	in	PART-OF	[IN]	2
dump sentences\A-307_11_.txt	radioactivity	fish	in	PART-OF	[IN]	2
dump sentences\A-304_37_.txt	radioactivity	fish	in	PART-OF	[IN]	2
dump sentences\V-502_12_.txt	infections	children	in	PART-OF	[IN]	2
dump sentences\T-114_9_.txt	infections	children	in	PART-OF	[IN]	2
dump sentences\A-215_13_.txt	infections	children	in	PART-OF	[IN]	2
dump sentences\V-1262_8_.txt	plant estrogens	soy	in	PART-OF	[IN]	2
dump sentences\T-1384_7_.txt	preservatives	processed meat	in	PART-OF	[IN]	2
dump sentences\T-1384_7_.txt	nitrite preservatives	processed meat	in	PART-OF	[IN]	2
dump sentences\A-233_2_.txt	diets	uganda	in	PART-OF	[IN]	2
dump sentences\V-1018_37_.txt	chronic disease	vegetarians	in	PART-OF	[IN]	2
dump sentences\V-983_20_.txt	mood	omnivores	in	PART-OF	[IN]	2
dump sentences\A-171_0_.txt	chronic disease	children	in	PART-OF	[IN]	2
dump sentences\V-460_0_.txt	chronic disease	children	in	PART-OF	[IN]	2
dump sentences\A-75_33_.txt	phytoestrogens	soy	in	PART-OF	[IN]	2
dump sentences\V-722_15_.txt	phytoestrogens	soy	in	PART-OF	[IN]	2
dump sentences\V-1154_1_.txt	phytoestrogens	soy	in	PART-OF	[IN]	2
dump sentences\V-1295_11_.txt	phytoestrogens	soy	in	PART-OF	[IN]	2
dump sentences\V-24_10_.txt	phytoestrogens	flax	in	PART-OF	[IN]	2
dump sentences\V-1300_14_.txt	eggs	baking	in	PART-OF	[IN]	2
dump sentences\A-171_20_.txt	eczema	children	in	PART-OF	[IN]	2
dump sentences\T-225_3_.txt	dental fluorosis	children	in	PART-OF	[IN]	2
dump sentences\V-1135_0_.txt	protein	wheat	in	PART-OF	[IN]	2
dump sentences\T-266_3_.txt	protein	soy	in	PART-OF	[IN]	2
dump sentences\A-478_4_.txt	salicylic acid	fruits	in	PART-OF	[IN]	2
dump sentences\V-476_5_.txt	symptoms	kids	in	PART-OF	[IN]	2
dump sentences\T-1115_6_.txt	bpa	plastics	in	PART-OF	[IN]	2
dump sentences\T-1117_6_.txt	bpa	plastics	in	PART-OF	[IN]	2
dump sentences\T-770_7_.txt	symptoms	children	in	PART-OF	[IN]	2
dump sentences\A-303_31_.txt	radioactivity	seafood	in	PART-OF	[IN]	2
dump sentences\A-305_19_.txt	radioactivity	seafood	in	PART-OF	[IN]	2
dump sentences\A-307_2_.txt	radioactivity	seafood	in	PART-OF	[IN]	2
dump sentences\A-308_25_.txt	radioactivity	seafood	in	PART-OF	[IN]	2
dump sentences\A-306_0_.txt	radioactivity	seafood	in	PART-OF	[IN]	2
dump sentences\A-76_31_.txt	radioactivity	seafood	in	PART-OF	[IN]	2
dump sentences\T-1256_3_.txt	copper	multivitamins	in	PART-OF	[IN]	2
dump sentences\T-201_1_.txt	beans	healthy diet	as a part of a	PART-OF	[IN, DT, NN, IN, DT]	1
dump sentences\V-650_6_.txt	eggs	diet	as part of their	PART-OF	[IN, NN, IN, PRP$]	1
